C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_01_218.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_01_218.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_01_218.jpg,0,1,0,21.4586
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_01_344.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_01_344.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_01_344.jpg,0,1,0,22.84431
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_01_472.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_01_472.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_01_472.jpg,0,1,0,24.018
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_01_571.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_01_571.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_01_571.jpg,0,1,0,24.98506
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_01_685.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_01_685.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_01_685.jpg,0.3,1,0,26.0815
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_01_798.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_01_798.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_01_798.jpg,0,1,0,27.02023
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_01_909.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_01_909.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_01_909.jpg,0,1,0,28.14215
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_02_030.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_02_030.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_02_030.jpg,0,1,0,29.25121
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_02_163.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_02_163.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_02_163.jpg,0,1,0,30.18996
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_02_276.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_02_276.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_02_276.jpg,0,1,0,30.19014
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_02_395.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_02_395.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_02_395.jpg,0,1,0,30.19027
C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\center_2020_02_27_19_20_02_468.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\left_2020_02_27_19_20_02_468.jpg,C:\Users\Vishnu Rachagani\Desktop\SDC siraj raval\IMG\right_2020_02_27_19_20_02_468.jpg,0,1,0,30.19044
